disposition,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass,sy_dist
CANDIDATE,3.04108,,11.9,,,1.91,,571.458
CANDIDATE,0.4951253,,28.8,,,1.87,,823.927
CANDIDATE,1.589843,,49.0,,,3.93,,1030.66
CANDIDATE,8.42177,,3.13,,,1.0511,,380.932
CANDIDATE,8.421659,,3.45758743,,5779.0,1.229497,,380.932
CANDIDATE,9.811589,,4.253,,5953.0,1.882,1.506,685.16
CANDIDATE,11.5843558517,,5.49928933,651.38,5631.0,1.09295,,299.538
CANDIDATE,11.587502,,21.9,,,1.0,,299.538
CANDIDATE,1.549318,,42.6,,,1.67,,473.822
CANDIDATE,5.0521,0.0529,2.1388,,6262.0,1.476,1.198,539.168
CANDIDATE,5.049068,,2.594,,6262.0,1.476,1.198,539.168
CANDIDATE,1.9363475,,46.0,,,1.687,,601.274
CANDIDATE,1.157563,,12.3,,,1.46,,372.956
CANDIDATE,2.17469,,1.8,,,1.083,,361.896
CANDIDATE,1.658223,,0.867,,,0.917,,126.069
CANDIDATE,0.56007,,1.67,,,0.441,,5088.26
CANDIDATE,4.88451,,16.1,,,0.73,,
CANDIDATE,4.35967,,2.31,,,0.559,,213.129
CANDIDATE,1.81053,,1.024,,,0.543,,193.329
CANDIDATE,20.94388,,170.0,,,12.43,,3493.0
CANDIDATE,20.943909,,591.1,,,11.57,,3493.0
CANDIDATE,0.944284,,1.48,,,0.684,,252.377
CANDIDATE,5.29136017752,,11.52204139,1027.17,5555.0,1.03676,,305.038
CANDIDATE,5.29266,,9.6,,,1.0,,305.038
CANDIDATE,5.292627,,10.98,,,1.058,,305.038
CANDIDATE,5.292605,,9.9778729,,5689.0,0.969695,,305.038
CANDIDATE,0.515013,,26.1,,,1.3,,450.472
CANDIDATE,0.5150196,,36.2,,,1.23,,450.472
CANDIDATE,26.4837,,1.98,,,1.378,,293.753
CANDIDATE,2.08807,,12.4,,,4.44,,2010.56
CANDIDATE,34.3797,,118.0,,,4.0,,
CANDIDATE,15.6594,,37.0,,,4.0,,
CANDIDATE,1.4095126,,70.0,,,1.82,,679.951
CANDIDATE,3.22513,,2.33,,,0.437,,219.635
CANDIDATE,4.9234,,1.18,,,0.776,,166.147
CANDIDATE,8.03216,,2.42,,,1.85,,307.706
CANDIDATE,17.093319,,17.7,,,0.426,,
CANDIDATE,17.093491,,32.5,,,0.66,,
CANDIDATE,50.693644,,8.68300668,,5220.0,0.792931,,159.676
CANDIDATE,50.69369,,8.85,,,0.781,,159.676
CANDIDATE,50.6939885,,8.48837,364.0,5216.0,0.78,,159.676
CANDIDATE,0.7988525,,4.00703,1325.0,4785.0,0.86,,232.822
CANDIDATE,0.7988453,,6.2,,,0.728,,232.822
CANDIDATE,0.4378443,,41.0,,,1.3,,324.77
CANDIDATE,13.26931,,23.8,,,1.127,,532.374
CANDIDATE,7.119856,,1.8797781,,5318.0,0.852371,,195.795
CANDIDATE,7.12113,,1.99,,,0.853,,195.795
CANDIDATE,8.904672,,26.1,,,1.014,,830.221
CANDIDATE,8.90003342005,,15.12617706,884.09,5854.0,1.0044,,830.221
CANDIDATE,8.904519,,36.9,,,0.89,,830.221
CANDIDATE,2.5048178,,3.9467,1282.0,5328.0,0.92,,427.038
CANDIDATE,2.504853,,3.95,,,0.905,,427.038
CANDIDATE,3.68047,,1.11,,,0.777,,150.193
CANDIDATE,3.68034,,1.06218625,,5121.0,0.774992,,150.193
CANDIDATE,2.6017,,1.47,,,0.839,,272.297
CANDIDATE,15.960128,,19.5,,,0.87,,488.796
CANDIDATE,16.9616,,2.7,,,1.277,,630.789
CANDIDATE,0.7175747,,28.1,,,0.818,,362.117
CANDIDATE,5.1645,,0.784,,,0.255,,180.075
CANDIDATE,3.44795,,0.97,,,0.332,,138.464
CANDIDATE,,,36.0,,,1.208,,471.523
CANDIDATE,0.5551606,,11.4,,,1.657,,765.396
CANDIDATE,6.26242,,2.03,,,0.762,,294.452
CANDIDATE,24.4131,,15.3,,,0.64,,383.477
CANDIDATE,4.02748,,1.24,,,0.5901,,271.952
CANDIDATE,10.55369,,2.72,,,0.88,,449.919
CANDIDATE,41.55209,,4.3,,,0.73,,157.811
CANDIDATE,41.552934,,4.15834582,,4895.0,0.724128,,157.811
CANDIDATE,23.6088,,3.43,,,1.203,,427.026
CANDIDATE,23.607902,,3.11864589,,6057.0,1.115157,,427.026
CANDIDATE,23.610939,,3.0,,,1.09,,427.026
CANDIDATE,21.98131,,197.025,,4491.0,22.415,1.077,283.43
CANDIDATE,9.64954,,2.74,,,0.593,,109.269
CANDIDATE,6.5534,,1.11,,,0.766,,121.226
CANDIDATE,0.6719977,,25.2,,,1.79,,671.807
CANDIDATE,4.4358,,1.3,,,0.879,,208.936
CANDIDATE,4.435717,,1.32476068,,5374.0,0.846676,,208.936
CANDIDATE,3.31347,,3.8,,,0.824,,397.887
CANDIDATE,1.72767,,21.3,,,0.37,,
CANDIDATE,4.69942,,2.5,,,0.605,,257.279
FALSE POSITIVE,4.7535,0.0559,1.5147,,5986.0,1.27,0.982,522.655
CANDIDATE,12.7256,,2.16,,,1.001,,568.667
CANDIDATE,45.4939,,7.17,,,1.626,,455.775
CANDIDATE,12.092199,,5.84432297,,5333.0,0.990979,,815.767
CANDIDATE,12.09259,,14.7,,,2.46,,815.767
CANDIDATE,12.092216,,4.7,,,0.84,,815.767
CANDIDATE,10.7946,,2.34,,,0.618,,250.183
CANDIDATE,10.7946,,,,5045.0,0.62,,250.183
CANDIDATE,4.06643,,1.22,,,0.618,,250.183
CANDIDATE,57.8396,,9.8,,,0.729,,318.408
CANDIDATE,4.49161,,2.01,,,0.823,,371.406
CANDIDATE,19.4989,,2.32,,,1.085,,467.943
CANDIDATE,19.496649,,2.21599278,,5758.0,1.155241,,467.943
CANDIDATE,3.78177,,1.81,,,1.095,,511.114
CANDIDATE,9.073266,,23.32,,,1.763,,676.848
CANDIDATE,2.010607,,1.28,,3806.0,0.618,0.61,241.243
CANDIDATE,13.6094,,2.44,,,0.564,,205.199
CANDIDATE,5.23587,,4.86,,,1.248,,718.648
CANDIDATE,5.235714,,4.3,,,1.17,,718.648
CANDIDATE,2.43807,,2.15,,,0.625,,458.234
CANDIDATE,6.80111,,1.96,,,0.291,,115.222
CANDIDATE,0.36432247904,,6.95273914,1086.47,3473.0,0.347331,,233.735
CANDIDATE,0.728639,,17.2,,,0.69,,233.735
CANDIDATE,17.1057,,5.91,,,0.592,,523.873
CANDIDATE,7.30383,,2.18,,,0.715,,313.326
FALSE POSITIVE,7.3274,0.076,2.1225,,5197.0,0.96,1.365,538.349
CANDIDATE,4.684559,,4.757,,5829.0,1.184,0.901,266.331
CANDIDATE,57.8415,,6.13,,,1.495,,569.214
CONFIRMED,0.762406,,0.99,,5620.0,0.89,,624.512
CANDIDATE,9.4538,,1.91,,,0.932,,639.618
CANDIDATE,7.51114,,2.98,,,0.643,,441.434
CANDIDATE,10.4347,,1.69,,,0.816,,452.88
CANDIDATE,15.246593,,78.0,,,1.91,,129.944
CONFIRMED,0.70531,,1.6,,5499.0,1.0,,496.289
CONFIRMED,0.70531,,1.48,,,,0.94,496.289
CONFIRMED,0.705386,,1.73,,,1.013,,496.289
CANDIDATE,4.284523,,1.30280156,,4360.0,0.62182,,
CANDIDATE,4.28446,,1.98,,,0.934,,
CANDIDATE,4.28475,,1.2,,,0.55,,
CANDIDATE,6.53074,,,,3628.0,0.69,,256.187
CANDIDATE,6.53046,,3.36,,,0.692,,256.187
CANDIDATE,,,6.71,,,1.256,,400.27
CANDIDATE,14.753,,3.0,,,0.5666,,227.452
CANDIDATE,21.77635,,37.0,,,1.122,,603.921
CANDIDATE,21.776971,,19.9,,,0.84,,603.921
CANDIDATE,8.78627,,3.16,,,1.184,,545.752
CANDIDATE,57.1050077,,5.93946,530.0,5816.0,0.97,,185.272
CANDIDATE,57.10412,,5.61,,,0.971,,185.272
CANDIDATE,20.21535,,2.61,,,0.971,,185.272
CANDIDATE,39.3266,,3.57,,,1.346,,545.213
CANDIDATE,7.64514,,6.5,,,1.06,,595.529
CANDIDATE,46.47688,,62.0,,,2.394,,1096.56
CANDIDATE,,,12.32,,,1.698,,727.107
CANDIDATE,6.73572,,,,5740.0,1.17,,716.222
CANDIDATE,6.73511,,3.9,,,1.167,,716.222
CANDIDATE,15.1563,,3.01,,,1.167,,716.222
CANDIDATE,13.26773,,4.04,,,0.813,,412.391
CANDIDATE,7.14238,,1.75,,,0.679,,205.004
CANDIDATE,2.653275,,118.0,,,24.8,,2163.13
CANDIDATE,2.65323,,62.27721531,,4621.0,13.730692,,2163.13
CANDIDATE,40.938,,3.57,,,1.083,,498.105
CANDIDATE,29.435233,,2.91662791,,5785.0,1.199507,,368.17
CANDIDATE,10.22657,,2.71,,,0.681,,228.069
CANDIDATE,10.228,,,,4081.0,0.456,,228.069
CANDIDATE,3.91764,,2.94,,,1.35,,781.332
CANDIDATE,6.4063,,0.888,,,0.195,,91.3722
CANDIDATE,31.9761,,3.92,,,1.461,,697.365
CONFIRMED,0.571336,,1.8,,,0.97,,244.59
CONFIRMED,0.571308,,1.46,,5590.0,0.83,0.93,244.59
CONFIRMED,0.5713127,0.01314,1.676,2299.0,5578.0,0.99,0.913,244.59
CONFIRMED,0.571285,,1.816,,,1.02,,244.59
CONFIRMED,0.571282,,1.87,2115.0,5496.0,0.995,0.91,244.59
CONFIRMED,0.571,,1.712,,5496.0,0.981,0.902,244.59
CONFIRMED,0.571336,0.01312,1.82,2063.0,5496.0,0.95,0.92,244.59
CONFIRMED,0.571292,0.0116,1.52,2333.0,5470.0,0.869,0.945,244.59
CONFIRMED,0.571212,,1.6,,5613.0,0.95,,244.59
CONFIRMED,0.571299,,1.66855539,,5590.0,0.906429,0.966939,244.59
CONFIRMED,0.571331,0.0134,1.82,2119.0,5617.0,0.98,0.97,244.59
CONFIRMED,0.571292,0.01326,1.725,2300.0,5532.0,0.988,0.95,244.59
CONFIRMED,13.33877,,3.79,,,1.02,,244.59
CONFIRMED,13.339746,,2.70490157,,5590.0,0.906429,0.966939,244.59
CONFIRMED,13.339079,0.1091,2.73,741.0,5617.0,0.98,0.97,244.59
CONFIRMED,13.341245,,2.53,,5590.0,0.83,0.93,244.59
CONFIRMED,13.338687,,2.8,,,0.97,,244.59
CONFIRMED,13.3387,0.1071,2.77,722.0,5496.0,0.95,0.92,244.59
CONFIRMED,13.33989,0.1073,2.84,804.0,5578.0,0.99,0.913,244.59
CONFIRMED,13.334615,,2.2,,5613.0,0.95,,244.59
CONFIRMED,13.3397,0.105,2.5,774.0,5470.0,0.869,0.945,244.59
CONFIRMED,13.33918,,3.01,740.0,5496.0,0.995,0.91,244.59
CONFIRMED,13.3397,0.1083,2.836,805.0,5532.0,0.988,0.95,244.59
CANDIDATE,8.1344,,2.36,,,1.153,,319.814
CANDIDATE,8.133218,,2.05114626,,5966.0,1.080518,,319.814
CANDIDATE,17.78804,,2.78,,,1.153,,319.814
CANDIDATE,2.52894,,1.44,,,0.962,,402.904
CANDIDATE,2.311162,,51.6,,,1.58,,465.91
CANDIDATE,3.128977,,1.282,,5140.0,0.976,1.478,179.392
FALSE POSITIVE,0.872893,,,,,,,520.768
CANDIDATE,15.35092,,16.31,734.0,5417.0,0.943467,0.94,858.145
CANDIDATE,15.32811688418,,16.40718966,674.85,5417.0,0.943467,,858.145
CANDIDATE,15.78157905706,,11.76767971,726.65,5780.0,1.0,,696.695
CANDIDATE,15.78132,,10.87,741.0,,,,696.695
CANDIDATE,5.20256,,3.58,1000.0,5489.0,0.995782,0.96,427.124
FALSE POSITIVE,16.77217,,19.29,1173.0,4898.0,3.88053,,570.606
FALSE POSITIVE,16.770556,,13.24001074,,4939.0,2.87646,,570.606
CANDIDATE,48.249552,,17.99855135,,5792.0,0.956171,,376.481
CANDIDATE,25.988289,,316.73370059,,4382.0,15.95329,,3177.47
CANDIDATE,18.69646,,2.35,571.0,5212.0,0.764037,0.89,293.107
CANDIDATE,12.20239,,4.15,812.0,5869.0,1.01169,1.06,439.498
CANDIDATE,4.18787,,1.36,1142.0,5589.98,0.972391,0.988,342.142
CANDIDATE,19.57833,,2.77,644.0,5613.0,0.940594,0.99,331.083
CANDIDATE,19.57572,,2.84337254,,5611.0,0.90705,,331.083
CANDIDATE,0.844548,,1.005,,3109.0,0.165,0.133,44.1769
CANDIDATE,11.73677,,1.82,516.0,3984.72,0.761077,0.622,282.554
CONFIRMED,0.72813,,1.27,932.0,3506.0,0.423901,0.418179,150.124
CONFIRMED,0.728113,,1.1,,3782.0,0.32,,150.124
CANDIDATE,25.58142,,8.35,914.0,5409.94,1.9082,0.94,1347.93
CANDIDATE,10.583942,,2.72,,5280.0,0.874,0.947,952.829
CANDIDATE,5.69046,,18.81,1503.0,5549.0,1.80891,0.98,1233.28
CANDIDATE,1.055785,,1.51966184,,4315.0,0.592773,,90.5352
CANDIDATE,37.20364,,5.1,498.0,5476.0,0.829429,0.96,788.147
CANDIDATE,20.84919,,3.01,1349.0,9767.0,2.37225,2.49,375.672
CONFIRMED,16.13655,,2.02,739.0,5886.0,0.995311,1.067,121.971
CONFIRMED,16.141132,0.1237,2.332,804.0,5868.0,0.999,0.97,121.971
CONFIRMED,16.1388,,2.18,734.0,5839.0,0.998,0.95,121.971
CONFIRMED,16.140442,,2.05969274,,5870.0,0.975013,,121.971
CANDIDATE,0.251647,,27.97665274,,5833.0,0.986936,,437.59
CANDIDATE,11.67254,,3.87,946.0,5725.0,1.22705,1.02,740.114
CANDIDATE,4.03692,,2.24,870.0,4861.07,0.735009,0.792,104.856
CANDIDATE,4.036791,,2.33800166,,4933.0,0.72841,,104.856
CANDIDATE,3.137611,,,,3579.0,0.452762,0.5,382.887
CANDIDATE,9.632039,,2.279,,4646.0,0.697,0.722,98.6156
CANDIDATE,18.239311,,3.792,,4015.0,0.477,1.621,615.579
CANDIDATE,11.109675,,2.462,,4813.0,0.657,0.717,325.593
CANDIDATE,5.1392756,,2.17365,706.0,4014.0,0.71,,139.371
CANDIDATE,5.138,,,,,,,139.371
FALSE POSITIVE,10.7228,0.0879,1.2998,,5909.0,1.114,0.883,279.088
CANDIDATE,29.957262,,8.456,,4897.0,0.711,0.909,469.827
CANDIDATE,8.04473,,,,4975.0,0.79,,712.62
CANDIDATE,11.82469,,,,4975.0,0.79,,712.62
FALSE POSITIVE,2.0507,0.0258,0.4064,,4514.0,0.645,0.769,83.9705
CANDIDATE,7.084267,,3.848,,4572.0,0.765,0.881,309.923
CANDIDATE,20.676056,,3.302,,4572.0,0.765,0.881,309.923
CANDIDATE,6.786539,,1.2,,5866.0,0.975,0.795,252.314
CANDIDATE,2.988541,,3.504,,5761.0,1.023,0.877,551.496
CANDIDATE,21.436032,,2.486,,3627.0,0.467,0.466,143.481
FALSE POSITIVE,0.8768,0.0034,8.4683,,3734.0,0.515,0.512,118.9255
FALSE POSITIVE,0.877,,,,,,,118.9255
CANDIDATE,6.39595,,,,3972.0,0.68,,106.26
CANDIDATE,3.853494,,6.957,,4459.0,0.744,0.838,509.382
CANDIDATE,4.696045,,2.57,,5003.0,0.782,0.907,371.377
CANDIDATE,8.6387,,,,5120.0,0.647,,2684.32
CANDIDATE,3.98547,,,,4256.0,0.72,,500.636
CANDIDATE,16.607299,,2.532,,4878.0,0.756,1.011,534.301
CANDIDATE,16.980197,,2.705,,5319.0,0.879,0.852,520.702
CANDIDATE,1.827,0.0187,0.99,986.0,3949.0,0.503,0.523,155.764
CANDIDATE,1.29655,,8.559,,3583.0,0.586,0.54,
CANDIDATE,3.379516,,4.742,,4940.0,0.741,0.767,
CANDIDATE,1.082,0.0162,2.22,928.0,3408.0,0.516,0.245,189.955
CANDIDATE,1.082361,,7.158,,5556.0,1.721,1.159,189.955
CANDIDATE,3.35,0.0266,0.97,851.0,4408.0,0.427,0.276,157.001
CANDIDATE,9.32,0.0724,1.43,516.0,4408.0,0.427,0.276,157.001
CANDIDATE,13.9145,,,,6640.0,1.6,,458.764
CANDIDATE,4.03776,,,,4689.0,0.58,,253.772
CANDIDATE,7.539949,,2.511,,5661.0,1.205,1.157,566.932
CANDIDATE,5.10555,,10.889,,4938.0,1.109,1.873,1036.96
CANDIDATE,17.768404,,2.787,,4961.0,0.763,0.98,362.567
CANDIDATE,4.464438,,6.184,,5894.0,1.434,1.046,1034.48
CANDIDATE,11.416439,,3.034,,3668.0,0.451,0.496,176.564
CANDIDATE,7.21084,,2.26,,5739.0,1.053,0.787,610.769
CANDIDATE,13.284219,,1.233,,3245.0,0.124,0.098,
CANDIDATE,24.213117,,0.505,,3245.0,0.124,0.098,
CANDIDATE,2.46564,,30.186,,7068.0,2.497,1.913,474.178
CANDIDATE,18.896192,,1.975,,4459.0,0.545,0.488,148.353
CONFIRMED,6.1802679,,,,6202.0,1.586,1.317,372.632
CONFIRMED,6.180235,0.07229,11.780659,1401.0,6202.0,1.586,1.317,372.632
CONFIRMED,6.18026138745,,13.70374653,1406.03,6513.0,1.73931,,372.632
CANDIDATE,13.107894,,25.768,,5732.0,1.081,0.958,
CANDIDATE,1.925,0.0251,1.07,452.0,3067.0,0.236,0.121,98.2667
CANDIDATE,10.1997,,,,5340.0,0.97,,143.364
CANDIDATE,21.371372,,16.514,,4692.0,1.14,1.232,365.61
CANDIDATE,7.098695,,1.837,,4857.0,0.681,0.809,304.184
CANDIDATE,4.20507412692,,3.32404522,956.13,5086.0,0.877822,,113.205
CANDIDATE,4.20566,,,,5006.0,0.9,,113.205
CANDIDATE,9.7051,,,,5090.0,1.24,,282.011
CANDIDATE,0.73217,,1.108,,4641.0,0.827,0.836,215.202
CANDIDATE,5.228352,,2.282,,6265.0,1.272,0.988,128.654
CANDIDATE,5.2289874,,2.3513,1342.0,6213.0,1.28,,128.654
CANDIDATE,3.1764,0.0377,0.9532,,4434.0,0.741,0.861,258.033
CANDIDATE,2.419472,,36.563,,6830.0,2.476,2.086,816.763
CANDIDATE,6.770834,,25.455,,6310.0,2.243,1.895,726.871
CANDIDATE,14.616783,,2.119,,5174.0,0.821,1.016,364.464
CANDIDATE,13.7579,,,,4860.0,0.76,,320.78
CANDIDATE,3.3733,0.0279,1.5839,,5634.0,0.779,0.693,684.2
CANDIDATE,8.4356,0.0708,2.9192,,5634.0,0.779,0.693,684.2
CANDIDATE,3.09246,,2.413,,4051.0,0.698,0.813,312.929
CANDIDATE,20.379434,,24.603,,4993.0,4.259,1.249,1165.32
CANDIDATE,4.420394,,10.293,,5943.0,2.875,2.489,2925.42
CANDIDATE,1.248905,,4.073,,5496.0,1.289,1.041,325.769
CANDIDATE,12.505,0.1034,1.673,,5214.0,0.975,1.027,375.171
CANDIDATE,11.95706,,2.635,,5292.0,0.829,0.954,402.93
CANDIDATE,7.624,0.0775,2.4551,,5998.0,1.29,1.053,867.887
CANDIDATE,6.363302,,2.786,,4482.0,0.819,1.022,208.081
CANDIDATE,5.164157,,1.006,,3832.0,0.627,0.612,84.41801
CANDIDATE,18.001053,,3.794,,5579.0,1.043,0.903,439.116
CANDIDATE,9.426901,,5.543,,5895.0,1.427,1.128,244.912
CANDIDATE,4.71688,,3.725,,4846.0,0.701,0.857,351.038
CANDIDATE,18.436944,,8.002,,5308.0,0.853,0.901,792.086
CANDIDATE,5.751763,,2.378,,4256.0,0.726,0.802,157.656
CANDIDATE,5.7519475,,2.96374,690.0,4181.8,0.84,,157.656
CANDIDATE,10.472764,,2.354,,4256.0,0.726,0.802,157.656
CANDIDATE,3.917682,,5.581,,4566.0,0.656,0.763,1139.59
CANDIDATE,3.577501,,3.3001,870.0,4642.1,0.87,,245.302
CANDIDATE,3.577394,,3.05,,4626.0,0.799,0.87,245.302
CANDIDATE,14.390721,,2.55,,5872.0,1.025,0.863,192.047
CANDIDATE,9.032248,,2.364,,4967.0,0.762,0.993,465.667
CANDIDATE,16.100178,,2.576,,4967.0,0.762,0.993,465.667
CANDIDATE,2.491154,,9.774,,6362.0,1.756,1.49,306.918
CANDIDATE,1.754,0.0365,5.06,873.0,4663.0,0.608,0.625,303.067
CANDIDATE,16.222,0.0999,1.28,417.0,3852.0,0.503,0.518,62.0479
CANDIDATE,2.571267,,5.97,,6216.0,1.75,1.566,469.063
CONFIRMED,3650.0,4.5,12.44199,183.0,4898.0,2.7,0.9,551.886
CANDIDATE,13.071041,,2.285,,5937.0,1.246,0.935,574.665
CANDIDATE,28.848339,,3.657,,5344.0,1.75,0.698,208.346
CANDIDATE,6.695687,,2.17,,5320.0,0.905,0.869,398.534
CANDIDATE,27.917236,,2.551,,5320.0,0.905,0.869,398.534
CANDIDATE,17.818211,,2.77,,3878.0,0.689,0.645,152.095
CANDIDATE,5.116834,,31.682,,6983.0,1.591,1.061,568.505
CANDIDATE,7.522109,,2.249,,6356.0,1.386,1.067,510.418
CANDIDATE,1.075,,,,3503.0,0.567,0.337,101.26
CANDIDATE,18.786043,,2.846,,5450.0,0.773,0.665,297.118
CANDIDATE,15.320606,,1.77,,5819.0,1.118,0.851,338.696
CANDIDATE,7.943604,,1.992,,5498.0,0.87,0.837,312.413
CANDIDATE,7.815366,,2.403,,4884.0,0.755,0.994,207.468
CANDIDATE,19.520805,,2.318,,4884.0,0.755,0.994,207.468
CANDIDATE,39.57057,,23.661,,5166.0,2.041,0.876,1208.99
CANDIDATE,11.29231,,2.348,,4660.0,0.689,0.821,422.123
CANDIDATE,24.481285,,2.49,,4861.0,0.761,1.001,354.044
CANDIDATE,10.307387,,2.602,,5359.0,0.875,0.864,299.694
CANDIDATE,10.205377,,6.31,,6332.0,2.356,2.312,1127.47
CANDIDATE,23.336739,,5.824,,6332.0,2.356,2.312,1127.47
CANDIDATE,1.696716,,5.738,,5289.0,1.992,1.056,581.435
CANDIDATE,31.396001,,10.695,,5631.0,1.783,0.949,642.903
CANDIDATE,18.277358,,1.933,,4280.0,0.636,0.732,295.939
CANDIDATE,28.888589,,6.05,,6117.0,1.319,1.03,573.829
CANDIDATE,2.228112,,1.398,,4355.0,0.693,0.785,295.263
CONFIRMED,3.5951,0.047,1.95,1616.0,5430.0,1.71,1.05,321.296
CONFIRMED,15.624,0.13,3.67,990.0,5430.0,1.71,1.05,321.296
CONFIRMED,35.747,0.22,3.94,752.0,5430.0,1.71,1.05,321.296
CANDIDATE,0.801864,,1.433,,3594.0,0.393,0.384,134.092
CANDIDATE,17.562214,,12.272,,5873.0,1.619,1.306,1002.05
CANDIDATE,1.705,,,,,,,61.15533
CANDIDATE,35.960194,,2.45,,4090.0,0.672,0.645,282.151
CANDIDATE,17.92,0.1417,2.07,407.0,4176.0,0.576,0.603,142.704
CANDIDATE,22.122365,,3.715,,5393.0,0.969,1.122,156.457
FALSE POSITIVE,3.287912,,,,5137.0,1.01769,0.87,594.128
FALSE POSITIVE,0.505602,,,,4830.0,0.907577,0.78,831.761
CANDIDATE,20.924593,,,,2980.0,0.423,,94.2217
FALSE POSITIVE,1.288312,,,,3412.0,0.57612,0.568153,268.067
CANDIDATE,19.581519,,,,5638.0,0.861,,237.405
CANDIDATE,6.854931,,,,5360.0,1.031,,414.845
CANDIDATE,6.85484645911,,15.65450044,855.36,4797.5,1.06192,,414.845
CANDIDATE,4.392503,,1.11,,4707.0,0.669,0.705,148.641
FALSE POSITIVE,0.598197,,,,5132.0,1.2496,0.87,1100.91
FALSE POSITIVE,2.804246,,,,5938.45,2.42516,1.08,723.966
FALSE POSITIVE,0.691617,,,,5285.0,1.74944,0.91,1319.97
FALSE POSITIVE,0.540527,,,,5187.17,1.03596,0.88,480.202
FALSE POSITIVE,11.349445,,,,6002.0,1.6958,1.11,440.558
FALSE POSITIVE,5.998652,,,,4930.0,2.66723,,355.433
FALSE POSITIVE,2.883162,,,,6100.45,1.21341,1.15,485.65
FALSE POSITIVE,0.545251,,,,6074.26,1.23632,1.14,2369.79
FALSE POSITIVE,0.493967,,,,7437.0,1.9409,1.7,1011.15
FALSE POSITIVE,0.504475,,,,6963.0,1.35063,1.53,1706.89
FALSE POSITIVE,0.781949,,,,5480.9,1.58567,0.96,1230.58
FALSE POSITIVE,5.21459,,,,5457.16,0.996212,0.95,764.784
CANDIDATE,30.921004,,,,6680.0,1.761,,650.843
FALSE POSITIVE,1.332797,,,,6519.0,1.06188,1.34,2522.29
FALSE POSITIVE,0.592255,,,,5660.49,1.04814,1.01,539.859
FALSE POSITIVE,8.07181,,,,5709.51,1.24106,1.018,235.631
FALSE POSITIVE,0.678473,,,,5744.27,1.5871,1.03,1862.01
FALSE POSITIVE,26.286249,,,,5980.95,1.31469,1.1,355.016
CANDIDATE,11.634988,,2.605,,6020.0,1.096,0.89,348.182
FALSE POSITIVE,0.660085,,,,4401.0,1.16067,0.69,1066.95
FALSE POSITIVE,3.37433,,,,4708.0,3.77637,,1829.54
CANDIDATE,14.223889,,21.936,,5023.0,1.155,1.631,3147.98
CANDIDATE,10.973135,,2.67,,4940.0,0.697,0.823,381.802
FALSE POSITIVE,9.485826,,,,,,,
FALSE POSITIVE,7.220585,,,,,,,
CONFIRMED,5.7459996,,,,3348.0,0.3073,0.29,27.9276
CONFIRMED,5.7459945,,2.06081,393.0,3413.0,0.32,,27.9276
CONFIRMED,5.745912,,,,3390.0,0.307,,27.9276
CONFIRMED,5.746007,0.0385,2.025,456.0,3348.0,0.3073,0.29,27.9276
CONFIRMED,5.7459982,0.0418,1.9,440.6,3395.0,0.3026,0.2952,27.9276
CONFIRMED,1.2089802,0.01888,1.62,1172.0,4269.0,0.613,0.614,29.661
CONFIRMED,1.208957,0.02,1.75,1043.5,4255.0,0.651,0.659,29.661
CONFIRMED,1.208966,0.0206,1.58,1114.0,4219.0,0.622,0.637,29.661
CONFIRMED,1.2089765,,1.529,1055.0,4294.0,0.579,0.593,29.661
CONFIRMED,1.209,,1.571,,4255.0,0.5994,0.606,29.661
CONFIRMED,1.2089755,,1.68645,1183.0,4199.0,0.63,,29.661
CONFIRMED,1.2089819,0.0188,1.577,1175.0,4305.0,0.602,0.606,29.661
CONFIRMED,1.2089749,,,,4255.0,0.651,0.659,29.661
CONFIRMED,1.208974,0.0189,1.44,1035.01,4236.0,0.58,0.62,29.661
CONFIRMED,1.2089819,0.0188,1.577,,4340.0,0.602,0.606,29.661
CONFIRMED,3.648083,0.03942,1.269,811.0,4269.0,0.613,0.614,29.661
CONFIRMED,3.648095,,1.201,730.0,4294.0,0.579,0.593,29.661
CONFIRMED,3.648096,0.03925,1.241,813.0,4305.0,0.602,0.606,29.661
CONFIRMED,3.64823,0.0429,1.24,771.0,4219.0,0.622,0.637,29.661
CONFIRMED,3.6480957,0.03925,1.241,,4340.0,0.602,0.606,29.661
CONFIRMED,3.64802,0.042,1.36,721.9,4255.0,0.651,0.659,29.661
CONFIRMED,3.648103,0.0395,1.13,715.94,4236.0,0.58,0.62,29.661
CONFIRMED,3.6481145,,,,4255.0,0.651,0.659,29.661
CONFIRMED,6.2014698,0.05591,2.022,,4340.0,0.602,0.606,29.661
CONFIRMED,6.201467,0.05615,2.07,680.0,4269.0,0.613,0.614,29.661
CONFIRMED,6.20183,0.053,1.98,675.0,4236.0,0.58,0.62,29.661
CONFIRMED,6.20142,0.0611,2.04,646.0,4219.0,0.622,0.637,29.661
CONFIRMED,6.20147,0.0559,2.022,681.0,4305.0,0.602,0.606,29.661
CONFIRMED,6.20141,0.06,2.1,604.9,4255.0,0.651,0.659,29.661
CONFIRMED,6.201812,0.0563,1.89,599.68,4236.0,0.58,0.62,29.661
CONFIRMED,6.20183,,1.955,612.0,4294.0,0.579,0.593,29.661
CONFIRMED,3.79985297,,,,4390.0,0.617,0.645,143.651
CONFIRMED,3.79985363,,,,,,,143.651
CONFIRMED,3.7999139,,10.8,,4171.0,0.64,,143.651
