disposition,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass,sy_dist
CONFIRMED,8.992018,,4.92,,,0.757,,157.682
CONFIRMED,8.99218,0.0808,5.38,769.0,5315.0,0.87,0.87,157.682
CONFIRMED,8.99213,0.08036,5.13,817.0,5275.0,0.845,0.856,157.682
CONFIRMED,8.99196,,5.038,761.0,5274.0,0.855,0.84,157.682
CONFIRMED,20.65614,0.1407,3.48,583.0,5315.0,0.87,0.87,157.682
CONFIRMED,20.66186,0.1399,2.74,,,0.845,0.856,157.682
CONFIRMED,20.66093,,3.01,577.0,5274.0,0.855,0.84,157.682
CONFIRMED,20.6602,0.1412,3.32,,5428.0,0.92,0.88,157.682
CONFIRMED,20.65614,,3.48,,5315.0,0.87,0.87,157.682
CONFIRMED,20.660987,,2.88,,4686.0,0.72,,157.682
CONFIRMED,20.6602,0.1399,3.01,619.0,5275.0,0.845,0.856,157.682
CONFIRMED,20.66093,0.13843,3.134,634.0,5271.0,0.86,0.83,157.682
CONFIRMED,20.66178,,2.73,,,0.757,,157.682
CONFIRMED,20.661623,,3.11517954,,5415.0,0.839164,0.915819,157.682
CONFIRMED,31.71701,0.18422,3.484,550.0,5271.0,0.86,0.83,157.682
CONFIRMED,31.715868,,3.13,,4686.0,0.72,,157.682
CONFIRMED,31.7154,0.1879,3.77,,5428.0,0.92,0.88,157.682
CONFIRMED,31.7236,,3.14,,,0.757,,157.682
CONFIRMED,31.7142,0.1862,3.27,,,0.845,0.856,157.682
CONFIRMED,31.71922,0.1873,3.75,505.0,5315.0,0.87,0.87,157.682
CONFIRMED,31.7169,,3.33,500.0,5274.0,0.855,0.84,157.682
CONFIRMED,31.7154,0.1862,3.43,537.0,5275.0,0.845,0.856,157.682
CONFIRMED,31.71922,,3.75,,5315.0,0.87,0.87,157.682
CONFIRMED,31.715061,,3.41411198,,5415.0,0.839164,0.915819,157.682
CONFIRMED,4.34882,0.04951,1.01,,,0.845,0.856,157.682
CONFIRMED,4.3491,,2.2,,,0.757,,157.682
CONFIRMED,4.34934,0.04899,1.212,1066.0,5271.0,0.86,0.83,157.682
CONFIRMED,1.995,0.0142,2.62,698.0,3157.0,0.3,0.117,108.74
CONFIRMED,2.298,0.041,1.95,701.0,3855.0,0.583,0.599,77.6888
CONFIRMED,2.29799150846,,2.32710652,733.88,3650.0,0.590525,,77.6888
CONFIRMED,2.2979749,0.02839,2.05124347,830.0,3750.0,0.595,0.578,77.6888
CONFIRMED,8.205,0.0594,1.92,635.0,4141.0,0.602,0.63,123.415
CONFIRMED,24.93,0.1275,2.1,318.0,3710.0,0.549,0.478,118.318
CONFIRMED,3.262,0.0331,2.43,707.0,3752.0,0.505,0.517,136.667
CONFIRMED,6.93,0.0419,2.2,423.0,3287.0,0.298,0.274,111.638
CONFIRMED,1.256,0.0198,2.28,1114.0,3924.0,0.688,0.507,282.308
CONFIRMED,12.4551225,0.1016,8.675766,650.0,5282.0,0.822,0.901,233.237
CONFIRMED,12.45636917022,,8.7723254,670.39,5278.0,0.843307,,233.237
CONFIRMED,5.4252061,,0.868,,2890.0,0.16,,139.268
CONFIRMED,5.42513,0.0409,5.76,850.0,3410.0,1.1,0.31,139.268
CONFIRMED,5.4224,,,,3318.0,0.909623,0.349,139.268
CONFIRMED,5.424865,,5.04,,3540.0,1.05,0.56,139.268
CONFIRMED,5.42526,,3.17,,,0.529,,139.268
CONFIRMED,13.773826,,3.29495202,,6114.0,1.682578,,160.125
CONFIRMED,13.773,,2.17,,,1.469,,160.125
CONFIRMED,13.773,,,,6266.98,1.46908,1.221,160.125
CONFIRMED,13.772626,,2.2,,,1.25,,160.125
CONFIRMED,13.7748361,,2.67656,912.0,6266.98,1.47,,160.125
CONFIRMED,13.774798,,2.77,969.0,6232.0,1.5,1.23,160.125
CONFIRMED,9.398977,,1.79,909.0,5994.0,1.06,1.1,211.43
CONFIRMED,22.99592,,2.5,,6010.0,1.043,,211.43
CONFIRMED,22.996591,,2.72,673.0,5994.0,1.06,1.1,211.43
CONFIRMED,17.703,,,,3266.0,0.289676,0.264883,123.202
CONFIRMED,17.70632,,2.2,266.0,3315.0,0.28,0.27,123.202
CONFIRMED,17.7037,,1.76,,,0.205,,123.202
CONFIRMED,14.759287,,6.18,826.0,5880.0,1.22,1.06,343.99
CONFIRMED,14.759859,,,,6070.0,1.186,,343.99
CONFIRMED,14.759595,,5.3,,6070.0,1.186,,343.99
CONFIRMED,14.75650149447,,5.7395617,810.78,5790.7,1.20174,,343.99
CONFIRMED,5.11383503556,,5.67086336,1369.87,6315.7,1.50876,,371.823
CONFIRMED,5.113981,,5.65,1380.0,6502.0,1.49,1.36,371.823
CONFIRMED,5.1138428,,,,6890.0,1.409,,371.823
CONFIRMED,5.113823,,5.0,,6890.0,1.409,,371.823
CONFIRMED,12.282343,,2.52633631,,5985.0,1.410373,,557.993
CONFIRMED,12.281,,,,6272.0,1.33471,1.22,557.993
CONFIRMED,12.2812,,2.47,,,1.323,,557.993
CONFIRMED,12.283211,,2.21,949.0,6222.0,1.33,1.23,557.993
CONFIRMED,21.191788,,1.3172461,,5277.0,0.782112,,239.289
CONFIRMED,21.194733,,1.22,569.0,5424.0,0.8,0.86,239.289
CONFIRMED,21.199,,,,5296.77,0.797924,0.91,239.289
CONFIRMED,21.1976,,1.33,,,0.7747,,239.289
CONFIRMED,16.273563,,2.62,850.0,5869.0,1.32,0.94,421.636
CONFIRMED,16.271,,,,5940.0,1.25863,1.08,421.636
CONFIRMED,16.2713,,2.77,,,1.27,,421.636
CONFIRMED,16.27284,,2.10886389,,5656.0,1.064948,,421.636
CONFIRMED,3.85,,,,4504.0,0.626953,0.708,156.951
CONFIRMED,3.850614,,1.03,783.0,4558.0,0.63,0.66,156.951
CONFIRMED,3.85064,,1.073,,,0.51,,156.951
CONFIRMED,19.508,,2.11,,,0.576,,360.36
CONFIRMED,19.507428,,1.92,508.0,4857.0,0.72,0.74,360.36
CONFIRMED,2.995646,,13.96620332,,5990.0,1.454974,1.119935,348.646
CONFIRMED,2.99529334,,,,6135.47,1.4022,1.162,348.646
CONFIRMED,2.995629,0.0465,15.434793,1715.0,6149.0,1.58,1.226,348.646
CONFIRMED,2.995633,,13.1,,,1.38,,348.646
CONFIRMED,2.9956366,,13.1937,1552.0,6135.5,1.4,,348.646
CONFIRMED,2.99563536,,,,6087.0,1.66,1.31,348.646
CONFIRMED,2.995607,0.04419,15.13215,1742.0,6132.0,1.526,1.281,348.646
CONFIRMED,2.996,,,,6135.47,1.4022,1.162,348.646
CONFIRMED,2.995633,0.0426,13.96,1559.0,6071.0,1.44,1.15,348.646
CONFIRMED,2.9956348,0.0442,13.75,1687.0,6168.0,1.42,1.16,348.646
CONFIRMED,2.9956372,,13.7,,,1.4,,348.646
CONFIRMED,2.995653,,13.8,,6380.0,1.398,,348.646
CONFIRMED,2.99561,,11.99363,,6132.0,1.22,0.64,348.646
CONFIRMED,2.995654,0.0445,16.14096,,6087.0,1.66,1.31,348.646
CONFIRMED,29.729,,,,5464.0,1.11294,0.96,738.136
CONFIRMED,29.7361,,3.52,,,1.144,,738.136
CONFIRMED,29.740451,,3.36,606.0,5532.0,1.13,0.93,738.136
CONFIRMED,36.556251,,2.96787013,,5759.0,1.035241,,421.408
CONFIRMED,36.5563,,3.18,,,1.1,,421.408
CONFIRMED,36.552551,,3.21,598.0,5817.0,1.16,0.98,421.408
CONFIRMED,11.561514,,2.4,,6140.0,1.406,,208.357
CONFIRMED,11.561052,,2.03,861.0,5920.0,1.09,1.01,208.357
CONFIRMED,2.787174,,1.65,653.0,3804.0,0.46,0.49,166.169
CONFIRMED,2.78711,,2.0,,,0.507,,166.169
CONFIRMED,7.67689,,2.44,,,0.507,,166.169
CONFIRMED,7.676984,,2.3,,3790.0,0.465,,166.169
CONFIRMED,7.676972,,2.02,465.0,3804.0,0.46,0.49,166.169
CONFIRMED,3.3557219,,1.9149,688.0,3807.0,0.56,,75.1691
CONFIRMED,3.355854,,1.6,,3860.0,0.551,,75.1691
CONFIRMED,3.35585,,1.59,722.0,4374.0,0.49,0.51,75.1691
CONFIRMED,10.367437,,2.11,437.0,3779.0,0.52,0.56,162.408
CONFIRMED,10.366,,,,3675.0,0.539401,0.535622,162.408
CONFIRMED,10.36627,,1.82,,,0.4,,162.408
CONFIRMED,26.198,,,,4678.0,0.709927,0.746,105.58
CONFIRMED,26.201446,,2.26,450.0,4801.0,0.7,0.71,105.58
CONFIRMED,26.1956,,2.08,,,0.656,,105.58
CONFIRMED,26.197022,,2.36213049,,4789.0,0.692258,,105.58
CONFIRMED,26.19445485478,,2.99459349,439.45,4678.0,0.709927,,105.58
CONFIRMED,7.18662,,2.58,,,0.584,,320.336
CONFIRMED,7.187257,,2.41,640.0,4599.0,0.63,0.66,320.336
CONFIRMED,7.187,,,,4391.0,0.617099,0.687,320.336
CONFIRMED,4.688418,,3.26,908.0,5077.0,0.85,0.83,201.856
CONFIRMED,4.688625,,3.8,,5220.0,0.828,,201.856
CONFIRMED,4.6886342,,3.36071,946.0,4954.0,0.87,,201.856
CONFIRMED,12.550171,,2.67,655.0,5077.0,0.85,0.83,201.856
CONFIRMED,12.550896,,2.6,,5220.0,0.828,,201.856
CONFIRMED,9.029,,,,5274.0,0.786068,0.9,453.567
CONFIRMED,9.032178,,1.38,518.0,4385.0,0.49,0.54,453.567
CONFIRMED,9.0333,,2.75,,,0.825,,453.567
CONFIRMED,2.399964,0.031,1.32,,4402.71,0.619575,0.701968,252.596
CONFIRMED,2.39991,0.0306,1.08,,4426.0,0.601,0.663,252.596
CONFIRMED,2.3996463,,1.52,,4326.0,0.67,,252.596
CONFIRMED,2.39984,0.032,1.4,979.0,4680.0,0.72,0.76,252.596
CONFIRMED,2.39901,,1.27,,,0.603,,252.596
CONFIRMED,5.60906,0.0539,1.69,,4426.0,0.601,0.663,252.596
CONFIRMED,5.60871,,1.9,,,0.603,,252.596
CONFIRMED,5.60967748,,,,4323.44,0.779092,0.68,252.596
CONFIRMED,5.6084,,2.2,766.0,4523.0,0.69,,252.596
CONFIRMED,5.60912,0.0564,2.09,737.0,4680.0,0.72,0.76,252.596
CONFIRMED,5.608352,0.055,1.93,,4402.71,0.619575,0.701968,252.596
CONFIRMED,5.6089465,,2.17,,4326.0,0.67,,252.596
CONFIRMED,4.163873,,1.54,1158.0,5789.0,1.04,0.98,489.368
CONFIRMED,19.9901,,2.81,,,1.006,,489.368
CONFIRMED,19.991,,,,5799.0,0.977396,1.04,489.368
CONFIRMED,19.991944,,2.74,687.0,5789.0,1.04,0.98,489.368
CONFIRMED,7.806164,,2.54,934.0,5769.0,1.05,1.02,694.734
CONFIRMED,7.80651068,,,,5739.0,1.03974,1.03,694.734
CONFIRMED,7.80692,,3.03,,,1.103,,694.734
CONFIRMED,7.806,,,,5739.0,1.03974,1.03,694.734
CONFIRMED,3.665912,,1.37,1160.0,5791.0,0.95,0.98,176.051
CONFIRMED,8.236486,,2.0,,5930.0,0.923,,176.051
CONFIRMED,8.234885,,1.92,885.0,5791.0,0.95,0.98,176.051
CONFIRMED,14.871387,,2.23,727.0,5791.0,0.95,0.98,176.051
CONFIRMED,14.869943,,4.4,,5930.0,0.923,,176.051
CONFIRMED,3.794,,,,3510.0,0.421881,0.415947,91.722
CONFIRMED,3.793306,,1.56,543.0,3669.0,0.41,0.43,91.722
CONFIRMED,5.7385647,0.0632,2.25,1066.0,5790.0,0.92,0.96,500.497
CONFIRMED,21.0267366,0.1599,2.29,624.0,5568.0,0.86,0.9,355.54
CONFIRMED,16.3488637,0.145,3.72,735.0,5794.0,1.0,0.98,517.687
CONFIRMED,11.2510285,0.0863,2.68,888.0,5650.0,0.91,0.93,480.307
CONFIRMED,1.422647,0.02308,1.45,,4953.0,0.75,0.81,109.749
CONFIRMED,1.422586,,1.291,1200.0,4836.0,0.717,0.76,109.749
CONFIRMED,1.422602,,1.407,,,0.729,,109.749
CONFIRMED,1.422619,,1.46748911,,4944.0,0.745987,0.800265,109.749
CONFIRMED,1.4226108,,1.55,,4886.0,0.74,,109.749
CONFIRMED,1.42266,0.023,1.32,1232.0,4924.0,0.74,0.8,109.749
CONFIRMED,1.422614,0.02288,1.43,1328.0,4916.0,0.718,0.79,109.749
CONFIRMED,1.422614,0.0223,1.43,1224.0,4916.0,0.718,0.79,109.749
CONFIRMED,5.340883,,3.58036658,,4944.0,0.745987,0.800265,109.749
CONFIRMED,5.3410507,,3.12,,4953.0,0.726,0.81,109.749
CONFIRMED,5.340888,0.05528,3.2,854.0,4916.0,0.718,0.79,109.749
CONFIRMED,5.340786,,2.41,772.0,4836.0,0.717,0.76,109.749
CONFIRMED,5.34072,0.05574,2.65,,4953.0,0.75,0.81,109.749
CONFIRMED,5.34059,0.0555,2.8,793.0,4924.0,0.74,0.8,109.749
CONFIRMED,5.34107237,,,,4772.39,0.75412,0.769,109.749
CONFIRMED,5.340888,0.054,3.2,788.0,4916.0,0.718,0.79,109.749
CONFIRMED,5.3408934,,2.82,,4886.0,0.74,,109.749
CONFIRMED,9.79692,0.0883,,912.0,5679.0,0.98,0.958,232.1
CONFIRMED,23.4302,,,,5568.0,1.05771,0.982,187.222
CONFIRMED,23.448172,,2.906,,5561.0,1.051,0.823,187.222
CONFIRMED,23.44701,,3.24,,,1.115,,187.222
CONFIRMED,23.446501,,2.71,,5484.0,0.87,,187.222
CONFIRMED,23.446873,,2.89705396,,5869.0,0.986872,,187.222
CONFIRMED,15.93709,,1.87,,,0.731,,185.947
CONFIRMED,15.937378,,1.84,,4574.0,0.7,,185.947
CONFIRMED,15.937039,,2.359,,5601.0,0.94,0.825,185.947
CONFIRMED,20.645099,,2.413,,4348.0,0.625,0.756,176.965
CONFIRMED,20.643928,,2.54,,4396.0,0.68,,176.965
CONFIRMED,20.646,,2.38,,,0.58,,176.965
CONFIRMED,5.02629,,1.322,,,0.577,,206.608
CONFIRMED,5.025831,,1.72,,4679.0,0.72,,206.608
CONFIRMED,5.025598,,1.332,,4663.0,0.663,0.746,206.608
CONFIRMED,9.660186,,1.361,,4663.0,0.663,0.746,206.608
CONFIRMED,9.65869,,1.38,,,0.577,,206.608
CONFIRMED,20.201085,,1.948,,4663.0,0.663,0.746,206.608
CONFIRMED,20.2009,,1.89,,,0.577,,206.608
CONFIRMED,5.761612,,1.313,,5682.0,0.881,0.735,185.55
CONFIRMED,5.761359,,1.37311054,,5744.0,0.901705,,185.55
CONFIRMED,5.7619248,,1.37,,5350.0,0.83,,185.55
CONFIRMED,5.76218,,1.217,,,0.868,,185.55
CONFIRMED,4.44117,0.0511,1.61,974.0,5413.0,0.85,0.9,179.943
CONFIRMED,4.44118,0.05105,1.66,,5512.0,0.87,0.9,179.943
CONFIRMED,4.4436649,,1.5,,4740.0,0.72,,179.943
CONFIRMED,4.443774,,1.52572113,,5382.0,0.818403,0.886868,179.943
CONFIRMED,4.4434,,1.39,949.0,5352.0,0.809,0.84,179.943
CONFIRMED,4.4436,,1.57,,,0.792,,179.943
CONFIRMED,6.42966,,2.41,839.0,5352.0,0.809,0.84,179.943
CONFIRMED,6.42904,0.0654,2.75,861.0,5413.0,0.85,0.9,179.943
CONFIRMED,6.42973,0.06534,2.65,,5512.0,0.87,0.9,179.943
CONFIRMED,6.43032491,,,,4927.0,0.858018,0.809,179.943
CONFIRMED,6.4295023,,2.5,,4740.0,0.72,,179.943
CONFIRMED,6.429582,,2.59811964,,5382.0,0.818403,0.886868,179.943
CONFIRMED,6.42959,,2.64,,,0.792,,179.943
CONFIRMED,14.09229,,2.31,646.0,5352.0,0.809,0.84,179.943
CONFIRMED,14.090907,,2.33,,4740.0,0.72,,179.943
CONFIRMED,14.090996,,2.41175864,,5382.0,0.818403,0.886868,179.943
CONFIRMED,14.0919,0.1102,2.59,,5512.0,0.87,0.9,179.943
CONFIRMED,14.09189,0.1103,2.73,663.0,5413.0,0.85,0.9,179.943
CONFIRMED,14.09292,,2.58,,,0.792,,179.943
CONFIRMED,2.1408063,,2.59639,1267.0,5372.0,1.0,,144.202
CONFIRMED,2.14084,,3.207,,5377.0,0.971,0.984,144.202
CONFIRMED,2.14084,,3.207,,5377.0,0.971,0.984,144.202
CONFIRMED,3.11489307594,,12.11200864,956.83,4973.0,0.74956,,442.813
CONFIRMED,3.1149085,,12.03,,,0.718,,442.813
CONFIRMED,3.11491262,,,,4952.0,0.74956,0.82,442.813
CONFIRMED,3.114878,,12.5,,,0.77,,442.813
CONFIRMED,3.115,,,,4952.0,0.74956,0.82,442.813
CONFIRMED,3.114905,,13.024,,4925.0,0.736,0.958,442.813
CONFIRMED,9.84413,,3.23,,,0.9395,,463.88
CONFIRMED,9.844017,,3.0,,,0.91,,463.88
CONFIRMED,9.844077,,2.945,,5479.0,0.922,0.847,463.88
CONFIRMED,9.844,,,,5500.23,0.957455,0.96,463.88
CONFIRMED,11.0213,,2.25,,,1.507,,229.567
CONFIRMED,11.02066,,2.061,,6138.0,1.486,1.158,229.567
CONFIRMED,4.521953,,1.593,,5789.0,0.907,0.731,359.439
CONFIRMED,4.521953,,1.593,,5789.0,0.907,0.731,359.439
CONFIRMED,16.43445,,2.213,,5789.0,0.907,0.731,359.439
CONFIRMED,16.43445,,2.213,,5789.0,0.907,0.731,359.439
CONFIRMED,14.4584,,2.84,,,1.551,,696.1
CONFIRMED,14.460563,,1.75532562,,5838.0,1.065474,,696.1
CONFIRMED,14.443,,,,5826.08,1.54893,1.05,696.1
CONFIRMED,14.453895,,2.243,,5822.0,1.543,1.119,696.1
CONFIRMED,5.776475,,1.736,,5937.0,1.149,0.908,161.61
CONFIRMED,5.776475,,1.736,,5937.0,1.149,0.908,161.61
CONFIRMED,12.832235,,1.693,,4200.0,0.691,0.821,195.149
CONFIRMED,12.83306,,1.82,,,0.649,,195.149
CONFIRMED,12.83724862,,,,4314.0,0.697984,0.674,195.149
CONFIRMED,2.060438,,2.88,,4823.0,0.732,0.923,687.973
CONFIRMED,2.06,,,,4854.0,0.736421,0.79,687.973
CONFIRMED,2.060368,,3.16,,,0.727,,687.973
CONFIRMED,8.777247,,2.181,,4603.0,0.751,0.856,182.207
CONFIRMED,8.7783,,2.27,,,0.69,,182.207
CONFIRMED,4.01593,0.04994,1.54,1266.0,5731.0,1.06,1.03,192.69
CONFIRMED,4.01593,0.0503,1.655,1310.0,5705.0,1.141,1.054,192.69
CONFIRMED,4.01593,,1.90553,,5757.0,1.38,2.24,192.69
CONFIRMED,4.01628,0.05073,1.64,,5758.0,1.12,1.08,192.69
CONFIRMED,4.01663,,1.96,,,1.241,,192.69
CONFIRMED,4.01668,,1.55,1189.0,5679.0,0.924,1.04,192.69
CONFIRMED,4.01593,0.0506,1.55,1184.0,5757.0,1.1,1.07,192.69
CONFIRMED,10.56103,0.09514,2.29,916.0,5731.0,1.06,1.03,192.69
CONFIRMED,10.56104,,2.18,862.0,5679.0,0.924,1.04,192.69
CONFIRMED,10.56103,0.0959,2.49,949.0,5705.0,1.141,1.054,192.69
CONFIRMED,10.56103,0.0964,2.42,858.0,5757.0,1.1,1.07,192.69
CONFIRMED,10.56098,0.0967,2.41,,5758.0,1.12,1.08,192.69
CONFIRMED,10.56131,,2.83,,,1.241,,192.69
CONFIRMED,9.40172,,1.96,,,1.13,,249.303
CONFIRMED,9.401312,,2.729,,5911.0,1.32,0.993,249.303
CONFIRMED,7.9389334,,1.075,,4473.0,0.675,0.754,145.701
CONFIRMED,7.939256,,1.08322371,,4661.0,0.645652,,145.701
CONFIRMED,7.9388,,0.94,,,0.616,,145.701
CONFIRMED,16.035054,,2.05816745,,4661.0,0.645652,,145.701
CONFIRMED,16.0382,,,,4710.0,0.62,,145.701
CONFIRMED,16.038474,,2.0,,,0.7,,145.701
CONFIRMED,16.034656,,2.0,,4473.0,0.675,0.754,145.701
CONFIRMED,16.0343,,2.05,,,0.616,,145.701
CONFIRMED,26.8054,,1.48,,,0.616,,145.701
CONFIRMED,26.804998,,1.53157981,,4661.0,0.645652,,145.701
CONFIRMED,26.803023,,1.689,,4473.0,0.675,0.754,145.701
CONFIRMED,21.7,,2.38,,,0.811,,278.412
CONFIRMED,21.697619,,2.77059123,,5570.0,0.88176,,278.412
CONFIRMED,21.700156,,2.072,,5452.0,0.811,0.922,278.412
CONFIRMED,1.866025,,1.75,,,0.878,,203.788
CONFIRMED,1.865979,,1.85861238,,5231.0,0.825125,,203.788
CONFIRMED,1.865962,,1.564,,5129.0,0.804,1.061,203.788
CONFIRMED,2.231527,,1.076,,3623.0,0.348,0.33,82.6603
CONFIRMED,4.19525,,1.05,,,0.257,,82.6603
CONFIRMED,4.194766,,1.191,,3623.0,0.348,0.33,82.6603
CONFIRMED,6.679582,,1.392,,3623.0,0.348,0.33,82.6603
CONFIRMED,6.6791,,1.1,,,0.257,,82.6603
CONFIRMED,9.715043,,1.345,,3623.0,0.348,0.33,82.6603
CONFIRMED,9.71601,,1.14,,,0.257,,82.6603
CONFIRMED,13.62757,,1.78,,,0.257,,82.6603
CONFIRMED,13.62749,,2.222,,3623.0,0.348,0.33,82.6603
CONFIRMED,13.6274,,,,3860.0,0.257,,82.6603
CONFIRMED,2.38098,,1.72,,,0.734,,420.819
CONFIRMED,2.380867,,1.539,,4844.0,0.761,0.927,420.819
CONFIRMED,7.473223,,2.32,,5749.0,0.97,0.911,428.785
CONFIRMED,7.47372,,,,5592.0,1.01,,428.785
CONFIRMED,7.47331,,2.74,,,1.012,,428.785
CONFIRMED,28.735998,,4.0,,,0.35,,266.318
CONFIRMED,28.735327,,7.322,,3572.0,0.585,0.57,266.318
CONFIRMED,28.7342,,8.22,,,0.664,,266.318
CONFIRMED,6.339069,,3.66,,5367.0,0.897,0.842,290.495
CONFIRMED,6.339069,,3.66,,5367.0,0.897,0.842,290.495
CONFIRMED,6.3392677,,3.91968,922.0,5289.0,0.93,,290.495
CONFIRMED,6.33932,,3.9,874.0,5310.0,0.91,0.93,290.495
CONFIRMED,8.58289,,2.33,932.0,5773.0,1.094,0.99,259.208
CONFIRMED,8.584043,,2.184,,5782.0,1.084,0.802,259.208
CONFIRMED,8.583566,,2.118,,5782.0,1.084,0.802,259.208
CONFIRMED,20.851337,,2.04,,5782.0,1.084,0.802,259.208
CONFIRMED,20.851337,,2.04,,5782.0,1.084,0.802,259.208
CONFIRMED,4.6028,,,,4911.0,3.12057,,307.47
CONFIRMED,4.60543,,6.27704,,4881.0,2.97,0.66,307.47
CONFIRMED,4.6049829,,1.67,,4843.0,0.74,,307.47
CONFIRMED,4.60497,0.0574,5.71,1670.0,4912.0,2.93,1.192,307.47
CONFIRMED,4.60808540736,,7.04461252,1124.99,4911.0,3.12057,,307.47
CONFIRMED,4.60547,,6.4,1550.0,4915.0,3.08,1.38,307.47
CONFIRMED,4.60497,0.05708,7.09,,4993.0,2.59,1.17,307.47
CONFIRMED,4.60543,0.062,8.2,,4881.0,3.88,1.53,307.47
CONFIRMED,3.312792,,4.662,,5558.0,0.966,0.789,456.122
CONFIRMED,3.312792,,4.662,,5558.0,0.966,0.789,456.122
CONFIRMED,3.3129214,,4.28877,1119.0,5512.0,0.98,,456.122
CONFIRMED,4.622654,,1.371,,5543.0,0.566,0.757,507.94
CONFIRMED,4.622654,,1.371,,5543.0,0.566,0.757,507.94
CONFIRMED,15.398723,,1.85,,5726.0,1.058,0.841,406.985
CONFIRMED,15.398723,,1.85,,5726.0,1.058,0.841,406.985
CONFIRMED,10.413181,,2.352,,5678.0,1.071,0.881,265.914
CONFIRMED,10.41144,,,,5540.0,1.12,,265.914
CONFIRMED,5.09582,,,,4490.0,0.58,,98.0152
CONFIRMED,5.095717,,1.692,,4938.0,0.631,0.478,98.0152
CONFIRMED,5.0957983,,1.92318,643.0,4197.0,0.7,,98.0152
CONFIRMED,4.803352,,2.597,,5007.0,0.783,0.952,286.727
CONFIRMED,4.803352,,2.597,,5007.0,0.783,0.952,286.727
CONFIRMED,8.491282,,3.395,,5007.0,0.783,0.952,286.727
CONFIRMED,8.491282,,3.395,,5007.0,0.783,0.952,286.727
CONFIRMED,0.673862,,1.579,,5236.0,0.92,0.954,274.864
CONFIRMED,0.673862,,1.579,,5236.0,0.92,0.954,274.864
CONFIRMED,25.76051,,3.124,,5236.0,0.92,0.954,274.864
CONFIRMED,3.572326,,2.417,,5387.0,0.966,0.937,199.354
CONFIRMED,3.572326,,2.417,,5387.0,0.966,0.937,199.354
CONFIRMED,6.393025,,2.274,,5946.0,1.239,0.945,606.992
CONFIRMED,6.393025,,2.274,,5946.0,1.239,0.945,606.992
CONFIRMED,18.787839,,5.098,,5946.0,1.239,0.945,606.992
CONFIRMED,18.787839,,5.098,,5946.0,1.239,0.945,606.992
REFUTED,0.759978,,6.049,,5690.0,1.541,0.783,515.491
REFUTED,0.76001901813,,7.29025894,2529.02,5690.2,1.65999,,515.491
REFUTED,0.759978,,6.049,,5690.0,1.541,0.783,515.491
CONFIRMED,10.00361,,2.57,,4077.0,0.62,,231.828
CONFIRMED,10.0051,,2.29,,,0.572,,231.828
CONFIRMED,10.00329,0.0777,2.37,563.0,4197.0,0.6,0.63,231.828
CONFIRMED,10.00617969,,,,4120.0,0.684348,0.64,231.828
CONFIRMED,10.0044,0.0715,1.69,,4044.0,0.435,0.487,231.828
CONFIRMED,10.003417,0.078,2.1,,4014.73,0.569359,0.635026,231.828
CONFIRMED,3.865053,,1.163,,3578.0,0.382,0.374,62.3804
CONFIRMED,3.865053,,1.163,,3578.0,0.382,0.374,62.3804
CONFIRMED,6.293099,,2.262,,4213.0,0.675,0.87,200.727
CONFIRMED,6.293099,,2.262,,4213.0,0.675,0.87,200.727
CONFIRMED,17.27474,,2.678,,5716.0,1.28,0.944,523.055
CONFIRMED,17.27474,,2.678,,5716.0,1.28,0.944,523.055
CONFIRMED,33.589979,,5.333,,5511.0,0.886,0.784,246.599
CONFIRMED,33.589979,,5.333,,5511.0,0.886,0.784,246.599
CONFIRMED,33.5920255,,9.88421,949.0,5468.0,0.91,,246.599
CONFIRMED,13.115365,,2.53,,3748.0,0.552,0.552,121.63
CONFIRMED,13.115365,,2.53,,3748.0,0.552,0.552,121.63
CONFIRMED,3.4355113,,4.18368,969.0,4870.0,0.8,,197.234
CONFIRMED,3.435471,,4.569,,4927.0,0.765,1.034,197.234
CONFIRMED,3.435453,,3.806,,4927.0,0.765,1.034,197.234
CONFIRMED,22.549406,,4.602,,5784.0,0.961,0.798,85.3751
CONFIRMED,22.549406,,4.602,,5784.0,0.961,0.798,85.3751
CONFIRMED,4.941907,,1.283,,5563.0,0.927,0.881,218.376
CONFIRMED,4.941907,,1.283,,5563.0,0.927,0.881,218.376
CONFIRMED,9.22453,,1.36,,5563.0,0.927,0.881,218.376
CONFIRMED,9.22453,,1.36,,5563.0,0.927,0.881,218.376
CONFIRMED,20.978959,,1.677,,5335.0,0.784,0.813,162.306
CONFIRMED,20.978959,,1.677,,5335.0,0.784,0.813,162.306
CONFIRMED,1.908084,,2.482,,5742.0,1.228,0.886,431.031
CONFIRMED,1.908084,,2.482,,5742.0,1.228,0.886,431.031
CONFIRMED,3.2141,0.0511,0.9898,,5711.0,1.375,1.018,298.219
CONFIRMED,5.9382,0.0586,2.116,,5590.0,0.977,0.893,654.085
CONFIRMED,0.8094,0.0117,0.7599,,4116.0,0.7,0.808,285.162
CONFIRMED,5.3301,0.0426,1.2327,,4116.0,0.7,0.808,285.162
CONFIRMED,4.3696,0.0487,1.219,,4343.0,0.732,0.814,260.036
CONFIRMED,6.669,0.0552,1.9287,,4343.0,0.732,0.814,260.036
CONFIRMED,4.01798053813,,1.1017624,374.41,3166.0,0.194357,,21.8182
CONFIRMED,4.0179694,0.027,1.015,412.4,3173.0,0.1965,0.1635,21.8182
